customer_id,segment_id,surname,age,gender,geography,estimated_salary,marital_status,occupation,join_date,segment,num_dependents,preferred_contact_method
106402,3,Johnson,22,M,France,15285.36,Single,Student,31-Aug-21,Student,0,SMS
106429,1,F. Perry,39,Female,USA,29263.9,Married,Salaried Employee,30-Jul-22,Retail,2,Mobile App Push
106658,1,Cardenas,44,F,Germany,64192.11,Married,Salaried Employee,1/4/2021,Retail,0,SMS
106687,1,F. Mitchell,49,Male,United Kingdom,34261.34,Single,Freelancer,11-May-22,Retail,2,Phone Call
106693,1,Peterson,55,Female,Germany,52824.07,Single,Self-Employed,4/6/2026,Retail,1,Email
106814,1,Edwards,58,Male,United States,52219.38,Single,Salaried Employee,11-May-25,Retail,3,Email
106887,1,ponce,34,Female,United States,39184.41,Single,Unemployed,5-Apr-20,Retail,1,Email
106892,1,Miller,50,Female,France,39011.29,Divorced,salaried employee,14-Oct-25,Retail,2,Email
106918,2,Washington,45,Male,France,35734.77,Married,Freelancer,19-01-2019,Family,2,Phone Call
106933,5,conway,65,Female,Spain,35568.11,Widowed,Retired,27-May-19,Senior,0,Email
106945,4,Farmer,49,Male,DE,105945.99,Single,Business Owner,29-Apr-21,Premium,1,Phone Call
107096,1,Davidson,42,F,United States,52966.07,Single,Salaried Employee,9/16/2024,Retail,2,Mobile App Push
107161,2,Smith,47,F,Germany,41185.49,Married,Salaried Employee,10/22/2024,Family,0,Phone Call
107459,1,Jefferson,39,Male,France,39010.36,Married,Salaried Employee,22-05-2026,Retail,0,Phone Call
107540,5,Sanders,82,F,Germany,32311.76,Married,Self-Employed,3/6/2026,Senior,0,Phone Call
107543,5,Conley,79,M,Spain,35349.96,Widowed,Retired,4/10/2023,Senior,0,Mail
107568,1,Jordan,44,Female,United Kingdom,13244.95,Single,Salaried Employee,5/10/2024,Retail,0,Mobile App Push
107574,2,Johnson,43,Female,Germany,33610.19,Married,Salaried Employee,18-10-2023,Family,1,Phone Call
107686,1,Davis,55,Female,Spain,23900.95,Married,Salaried Employee,6/7/2018,Retail,2,SMS
107704,1,Gonzalez,50,Female,Spain,15185.37,Single,Self-Employed,30-Jun-22,Retail,2,Mobile App Push
107790,1,Romero,44,Male,DE,38570.91,M,Freelancer,5/15/2020,Retail,0,Mobile App Push
108060,1,Gordon,31,Male,France,34805.01,Single,Freelancer,7-Jun-24,Retail,0,Phone Call
108105,1,anderson,28,Female,United States,24265.6,Single,Salaried Employee,7/27/2017,Retail,1,Mobile App Push
108203,2,Gomez,44,Female,FR,28546.93,Divorced,Freelancer,8/31/2022,Family,4,Mobile App Push
108356,2,Carter,28,M,Spain,62537.01,Married,Self-Employed,18-06-2022,Family,3,Mobile App Push
108454,1,Munoz,49,Female,France,24480.24,Married,Salaried Employee,20-Jul-25,Retail,2,Mail
108491,2,Stanton,47,F,France,39034.89,Married,Salaried Employee,9-Jun-26,Family,1,Email
108513,5,rich,74,Female,United Kingdom,52897.27,Widowed,Retired,1/10/2018,Senior,0,Mail
108574,2,Holland,41,Female,France,25890.19,Divorced,Freelancer,21-07-2019,Family,2,Phone Call
108602,2,Livingston,47,Male,France,79724.87,Married,Unemployed,11/8/2024,Family,1,SMS
108721,5,Malone,68,F,FR,17089.77,Divorced,Retired,1/5/2023,Senior,0,Email
108739,5,Keller,82,Male,Germany,37444.08,M,Self-Employed,9/24/2019,Senior,0,Email
108827,5,Robinson,81,Male,ES,53131.71,Divorced,Self-Employed,23-Dec-23,Senior,0,Mail
108874,1,Lopez,61,Female,FR,40646.92,Married,salaried employee,22-Dec-17,Retail,1,Mail
108886,1,Allison,37,Female,ES,23895.85,Married,freelancer,2/2/2020,Retail,0,Phone Call
108887,1,Rivera,40,Female,United States,82933.18,Divorced,Salaried Employee,9/7/2022,Retail,1,Email
109231,1,Lowe,36,Female,France,63831.05,Single,Salaried Employee,23-Jun-19,Retail,3,Mobile App Push
109330,5,Freeman,74,Female,France,44624.05,Married,Retired,23-Apr-17,Senior,0,Phone Call
109363,1,Y. Woodard,58,F,France,41740.7,Divorced,Salaried Employee,5/21/2018,Retail,1,Mobile App Push
109576,1,Thomas,34,Female,France,22884.18,Single,Salaried Employee,4/13/2022,Retail,0,SMS
109585,4,Johnson,41,Male,France,242929.65,S,Business Owner,5/15/2017,Premium,1,Mobile App Push
109717,5,Pearson,88,Male,FR,28692.61,Widowed,Retired,20-07-2024,Senior,0,Phone Call
109738,2,Gillespie,29,Female,Germany,37053.71,Divorced,Salaried Employee,10/29/2025,Family,0,Mail
109756,5,Jenkins,79,Male,France,16333.13,M,Retired,10/14/2017,Senior,0,Phone Call
109767,4,T. Berger,43,Female,FR,56067.76,Married,Salaried Employee,15-Jul-23,Premium,2,SMS
109853,2,Austin,44,F,France,33347.2,Married,self-employed,14-Jul-22,Family,2,Email
109909,5,Scott,71,Female,France,77193.6,Single,Retired,20-12-2022,Senior,0,Phone Call
110048,2,Lopez,31,Female,FR,33233.42,M,Self-Employed,19-12-2018,Family,3,SMS
110060,1,R. Ross,30,Male,United Kingdom,33259.73,Single,Salaried Employee,18-Feb-24,Retail,0,Email
110139,5,smith,70,Female,United States,12835.69,Divorced,Retired,7/26/2022,Senior,0,Phone Call
110142,2,prince,43,Female,France,39358.96,Married,Salaried Employee,9/28/2016,Family,2,Mobile App Push
110195,1,X. Garza,49,Female,Germany,20827.92,Divorced,Salaried Employee,28-Mar-19,Retail,0,Mobile App Push
110215,1,M. Castro,49,Female,ES,51623.39,Divorced,Self-Employed,3/2/2025,Retail,1,Mobile App Push
110644,2,Davis,30,Male,France,93913.29,Married,Self-Employed,24-01-2025,Family,4,Email
111060,1,Conrad,47,Male,United Kingdom,46312.01,Single,Business Owner,1/31/2024,Retail,1,Mobile App Push
111068,2,Romero,28,Male,United Kingdom,36496.21,Divorced,Self-Employed,10/25/2024,Family,2,SMS
111091,4,Thompson,58,Female,Germany,149593.11,Single,Salaried Employee,11/6/2020,Premium,1,Mail
111106,1,Rodriguez,46,F,France,27608.93,S,Salaried Employee,11-Dec-22,Retail,1,Phone Call
111230,2,Sims,41,Female,ES,35226.41,Married,Salaried Employee,31-Aug-20,Family,4,Email
111307,1,Parsons,36,Female,France,45170.11,Married,Freelancer,20-10-2021,Retail,0,Mobile App Push
111691,5,Garner,66,M,Spain,45529.39,Married,Retired,30-Sep-25,Senior,0,Phone Call
111846,3,Martinez,21,Male,Germany,17692.31,Single,Freelancer,2/5/2025,Student,0,Phone Call
111901,1,Hubbard,40,Male,Spain,26613.2,Married,Business Owner,29-Oct-21,Retail,0,Mobile App Push
111949,2,morton,55,Male,United States,48469.16,Married,Salaried Employee,9/7/2022,Family,2,SMS
111989,1,Miller,48,Female,Spain,43758.23,Divorced,Business Owner,29-Oct-24,Retail,0,Mobile App Push
111991,3,Young,24,M,Germany,12272.11,Single,Unemployed,10/27/2024,Student,0,Mobile App Push
112038,1,Herrera,31,Female,FR,19144.1,Married,Unemployed,5/29/2026,Retail,1,SMS
112166,4,Schmidt,59,Male,United States,96853.73,M,Business Owner,1/24/2017,Premium,0,Mobile App Push
112210,1,richmond,41,Male,France,55223.39,Single,Salaried Employee,17-Dec-24,Retail,1,Email
112394,1,Scott,29,M,United States,16449.85,Single,Salaried Employee,24-Jul-17,Retail,1,Email
112426,1,Snyder,47,M,France,33915.79,Married,Self-Employed,4/14/2022,Retail,0,Email
112439,5,Larsen,81,Male,France,53366.61,Widowed,Retired,3/16/2017,Senior,0,Mail
112537,1,bell,36,Male,United Kingdom,35835.78,Married,Freelancer,9/2/2019,Retail,1,Phone Call
112542,4,Porter,46,Male,United States,199775.61,Single,Self-Employed,20-11-2016,Premium,0,SMS
112653,2,Jordan,35,Female,FR,49765.74,Married,Salaried Employee,25-Feb-25,Family,2,SMS
112800,1,J. Graves,39,Male,United States,52242.27,Married,Unemployed,7/12/2021,Retail,0,Email
112861,1,Montgomery,42,Male,France,29412.46,Married,Self-Employed,6/14/2017,Retail,0,Email
112884,1,Sanchez,51,Female,France,30543.96,M,Business Owner,12/12/2021,Retail,1,Mobile App Push
112940,4,Brown,55,Female,United States,107052.48,Divorced,Self-Employed,1/8/2018,Premium,0,Mobile App Push
112960,1,taylor,52,Male,France,20045.06,Married,salaried employee,10-Apr-21,Retail,1,Email
112964,2,Thomas,36,Male,France,60159.81,Married,Salaried Employee,5/2/2023,Family,2,Mobile App Push
113026,1,Case,45,Female,FR,41911.82,M,Salaried Employee,14-03-2024,Retail,0,Mobile App Push
113228,5,Chapman,74,Female,Germany,17901.21,Married,retired,15-07-2025,Senior,0,Mobile App Push
113266,2,Murphy,46,Female,Germany,41197.8,Married,Unemployed,3-Feb-18,Family,4,Email
113280,1,Parrish,33,Male,United Kingdom,42641.63,Married,Unemployed,13-Aug-21,Retail,0,SMS
113368,2,Ross,45,Male,FR,36870.58,Married,unemployed,1/23/2021,Family,1,SMS
113390,5,rodriguez,74,Female,Spain,23215.89,Widowed,retired,14-Apr-21,Senior,0,Mail
113595,5,Lewis,72,M,France,16463.87,Married,retired,1/13/2023,Senior,1,Email
113721,1,Montgomery,45,Female,Spain,25408.64,S,self-employed,11/6/2019,Retail,1,Email
114338,4,Morton,39,Female,France,127839.12,Married,self-employed,8/17/2018,Premium,0,Phone Call
114400,2,Wallace,40,Female,ES,28835.6,Married,Salaried Employee,2/15/2024,Family,1,SMS
114463,1,Stark,62,Male,United States,50255.55,Married,salaried employee,3/1/2025,Retail,2,Mobile App Push
114594,2,Lee,37,Male,France,42279.87,Single,Business Owner,4/25/2022,Family,2,Mobile App Push
114760,2,curtis,49,Female,United States,40491.48,Married,Salaried Employee,6/29/2023,Family,2,Mobile App Push
114768,1,hopkins,55,Female,United States,24834.35,Single,Freelancer,8/18/2024,Retail,1,SMS
114835,5,Martin,78,Male,ES,40094.88,Widowed,Retired,5/13/2017,Senior,1,Mail
114892,5,Wright,80,Female,France,16679.66,Widowed,Retired,21-Feb-21,Senior,0,Email
115063,1,Kline,48,Female,Germany,36948.99,Divorced,Salaried Employee,17-Apr-25,Retail,2,Email
115208,1,Schmidt,42,F,United Kingdom,50727.1,Single,Freelancer,2/5/2022,Retail,0,SMS
115440,1,Zuniga,33,Female,Germany,45083.79,Married,self-employed,27-10-2016,Retail,2,Mobile App Push
115474,1,Hayes,47,Male,Germany,22070.11,Single,Freelancer,14-Aug-16,Retail,0,SMS
115582,1,Smith,42,M,United Kingdom,45029.27,Married,Salaried Employee,2-Mar-22,Retail,0,Mobile App Push
115743,5,Williams,74,Female,United Kingdom,36097,M,Retired,12/9/2021,Senior,0,Mobile App Push
115799,1,I. Carter,27,Female,Germany,35479.76,Married,Salaried Employee,1-Sep-21,Retail,1,Mobile App Push
115997,4,Lawson,48,Male,Germany,84205.66,Divorced,Business Owner,6/20/2018,Premium,0,SMS
116078,4,Baker,32,Male,United Kingdom,97423.43,Married,Salaried Employee,7/17/2020,Premium,1,Mobile App Push
116093,5,Vega,83,Female,Germany,23196.26,M,retired,11/20/2016,Senior,0,Phone Call
116112,1,Farrell,32,Female,Spain,27830.93,S,Self-Employed,29-04-2025,Retail,0,Email
116389,5,Gomez,67,Male,Germany,13459.24,Widowed,Salaried Employee,1/4/2023,Senior,0,Phone Call
116405,1,Heath,34,Female,United States,34362.73,S,Salaried Employee,4/23/2021,Retail,0,Mail
116418,1,Lee,32,Female,Germany,22730.85,Single,Freelancer,2/7/2019,Retail,0,Mobile App Push
116470,1,Aguirre,44,Female,Spain,28600.91,Married,Self-Employed,14-Feb-22,Retail,0,Mail
116495,1,Cox,46,Female,France,63869.98,M,Self-Employed,7/13/2021,Retail,3,Email
116547,1,Harvey,45,M,Germany,36099.07,Single,Salaried Employee,3/13/2022,Retail,0,Phone Call
116703,1,grant,46,Male,FR,56102.97,S,salaried employee,10/27/2025,Retail,0,SMS
117007,2,Thornton,38,Male,United States,43927.7,M,business owner,1/18/2019,Family,4,Email
117031,1,Moody,29,Male,United States,29225.16,Single,Freelancer,6/8/2020,Retail,0,Mobile App Push
117072,4,F. Rodriguez,50,Male,France,167633.74,Married,Business Owner,5/26/2024,Premium,2,Email
117094,1,Hendrix,48,F,France,26795.46,Married,Salaried Employee,3/30/2023,Retail,0,SMS
117215,5,Lowery,76,Female,DE,43982.1,Married,retired,2/27/2024,Senior,0,Phone Call
117233,1,Duran,43,Female,DE,45341.9,Married,Salaried Employee,30-Nov-16,Retail,0,Mobile App Push
117367,1,berry,33,Female,Germany,56661.95,Married,Unemployed,8/12/2024,Retail,1,Email
117445,2,Mccullough,43,Female,France,40399.74,Married,salaried employee,11/29/2023,Family,3,Mobile App Push
117500,5,Martinez,73,Male,France,23673.67,Married,Retired,12/31/2017,Senior,1,Phone Call
117538,2,Keller,55,Male,France,41174.68,Divorced,Business Owner,2/10/2022,Family,2,Mobile App Push
117711,1,D. Martinez,45,Male,United States,45259.2,Married,Salaried Employee,27-Jul-22,Retail,1,Mobile App Push
117975,1,Lee,59,M,Spain,11695.64,Single,salaried employee,1-Jun-24,Retail,2,Mobile App Push
118080,3,franco,22,Female,United Kingdom,19189.67,Single,Student,4/16/2021,Student,0,Email
118632,1,Bailey,39,Male,France,46238.7,S,Self-Employed,8/10/2020,Retail,0,Mobile App Push
118786,2,Mills,49,Male,United States,44240.28,Married,Salaried Employee,17-Aug-25,Family,1,Email
119116,2,Spencer,32,Female,Germany,50792.97,Married,Freelancer,27-Sep-25,Family,1,Mail
119264,1,Franklin,47,F,United States,55003.73,Married,Salaried Employee,8-Dec-19,Retail,0,Email
119281,1,Mullins,60,F,Germany,34484.98,Single,Self-Employed,23-Dec-21,Retail,0,Phone Call
119524,1,R. Wolfe,46,F,France,47238.35,Single,Freelancer,13-Jan-19,Retail,0,Mobile App Push
119535,1,Johnson,38,Male,Germany,77812.92,Married,Salaried Employee,7/1/2021,Retail,0,Mobile App Push
119627,1,Hernandez,54,Male,United States,32511.48,Married,Salaried Employee,11/24/2025,Retail,3,Mail
119629,36,D. Brown,41,Male,Germany,30175.32,Married,Salaried Employee,16-Nov-20,Unknown,3,Mobile App Push
119651,2,Lewis,52,Female,Spain,86445.62,Married,Salaried Employee,19-Mar-18,Family,4,Mail
119676,3,Fowler,23,Female,DE,10842.86,Single,Freelancer,12/31/2021,Student,0,Mobile App Push
119857,5,Ramirez,74,Female,United States,41482.85,Single,Retired,15-Oct-17,Senior,0,Email
119927,3,Allen,22,Male,France,11523.4,Single,Student,13-Nov-18,Student,0,Email
119989,1,Rodriguez,39,M,United Kingdom,58057.63,Single,salaried employee,10/27/2022,Retail,0,Mobile App Push
120005,4,Aguirre,32,M,France,124958.17,Single,business owner,22-04-2024,Premium,0,Mobile App Push
120053,5,U. Chan,80,M,Spain,18421.1,Married,salaried employee,25-Jun-24,Senior,0,Mobile App Push
120324,2,Barr,28,M,France,58830.55,Married,freelancer,29-Apr-18,Family,4,SMS
120337,4,ramos,66,Male,United Kingdom,193127.93,Single,Self-Employed,6/2/2022,Premium,0,Email
120422,2,Charles,40,Female,DE,33045.95,Married,Salaried Employee,2/1/2019,Family,3,Mobile App Push
120478,2,Myers,41,M,Spain,21268.71,S,Unemployed,28-Aug-23,Family,1,Mobile App Push
120480,5,Fowler,88,Male,Germany,42050.59,Divorced,Salaried Employee,4-Oct-20,Senior,2,Phone Call
120700,2,Nguyen,30,Male,France,48214.36,Married,Salaried Employee,4-Feb-24,Family,2,SMS
120798,2,Hamilton,45,Male,Spain,64700.05,M,Salaried Employee,12/30/2016,Family,2,SMS
120896,1,Taylor,41,Male,Germany,43054.18,Married,freelancer,11/11/2020,Retail,0,Phone Call
121026,1,Anderson,40,Male,France,47249.08,M,Salaried Employee,3/23/2024,Retail,1,Mail
121053,1,Anderson,32,F,United States,82409.63,Married,Unemployed,6/30/2026,Retail,0,Mobile App Push
121215,2,Ayers,44,F,France,67860.91,Married,self-employed,7/29/2026,Family,0,Email
121322,1,Gutierrez,40,Male,France,66480.86,M,Salaried Employee,12/12/2017,Retail,2,Mobile App Push
121369,1,Reed,34,Male,Spain,71100.87,Married,Salaried Employee,9/26/2023,Retail,2,Phone Call
121753,4,Padilla,60,F,UK,227215.42,Married,Business Owner,10/31/2019,Premium,3,Mobile App Push
121869,3,sandoval,22,Female,USA,19061.79,Single,Student,8/11/2018,Student,0,Mobile App Push
122056,3,wang,21,Male,Germany,24658.43,S,Student,4-Aug-23,Student,0,Mobile App Push
122390,2,Jackson,41,M,France,22094.35,M,Salaried Employee,13-Apr-26,Family,4,Mail
122394,1,Banks,45,M,United States,20467.11,Single,Salaried Employee,8/5/2024,Retail,3,Mail
122532,2,Patton,45,Male,United Kingdom,30921.27,Married,salaried employee,4/22/2022,Family,3,Mobile App Push
122755,1,Crawford,54,Male,Germany,35410.66,Single,salaried employee,17-Jul-23,Retail,2,Mobile App Push
122827,1,Tate,56,Female,Spain,26340.75,Single,Business Owner,12-May-17,Retail,0,SMS
122859,1,Bennett,48,Male,Germany,21211.07,Married,Salaried Employee,1/19/2022,Retail,0,Email
122977,2,C. Stephens,31,Female,Germany,72653.98,Married,Unemployed,2/4/2019,Family,4,Mobile App Push
123005,3,Klein,22,Male,France,9812.13,Single,student,15-Aug-25,Student,0,Email
123205,5,Ramos,65,F,FR,36367.7,Divorced,Retired,7/19/2021,Senior,0,Email
123536,1,Robinson,35,Female,FR,74146.96,Single,Salaried Employee,30-04-2018,Retail,1,Phone Call
123572,2,Bell,39,Female,FR,54801.55,Married,Freelancer,10/26/2022,Family,3,Mobile App Push
123682,2,nunez,50,Female,Germany,37661.48,Married,freelancer,10-Aug-19,Family,0,Mail
123839,4,Matthews,44,Male,France,132318.52,Married,Self-Employed,28-Jul-19,Premium,0,Mobile App Push
123853,2,marks,42,Female,France,35447.09,Widowed,Salaried Employee,31-Jul-26,Family,3,Phone Call
124223,2,Kelly,41,Female,DE,53858.88,Married,Self-Employed,30-03-2024,Family,3,SMS
124302,4,clarke,47,Female,France,83630.81,Single,Business Owner,8/19/2022,Premium,0,SMS
124813,2,Bradley,30,F,United States,50053.9,Married,Salaried Employee,5/12/2024,Family,1,Mobile App Push
124851,5,jones,69,Female,France,28708.73,Widowed,Retired,25-Nov-25,Senior,0,Phone Call
124906,2,Buchanan,30,F,France,42490.53,Married,Business Owner,27-04-2026,Family,2,SMS
125071,1,Buck,56,Male,United States,81079.26,Single,Unemployed,6/22/2026,Retail,0,Email
125151,1,Martin,30,F,Germany,33346.65,Single,Salaried Employee,19-Feb-24,Retail,0,Mobile App Push
125382,1,Williams,24,M,Germany,80067.93,Married,Salaried Employee,3-Feb-17,Retail,2,Email
125599,3,Travis,22,Male,France,11959.12,Single,Unemployed,23-Jun-22,Student,0,Mobile App Push
125611,2,Roberts,28,Female,FR,52760.26,Married,self-employed,9/15/2017,Family,1,Email
125755,1,morrison,41,Female,United Kingdom,31031.73,Married,Salaried Employee,8/31/2016,Retail,0,Phone Call
125905,1,Chapman,55,Male,United States,37495.12,Single,Salaried Employee,23-Jun-17,Retail,0,Mobile App Push
125990,2,Hernandez,36,Female,United Kingdom,28029.05,Married,Business Owner,5/3/2020,Family,2,Mobile App Push
126122,2,Peck,35,Female,DE,38580.75,Married,Business Owner,6/27/2020,Family,1,SMS
126146,1,Perez,43,Female,Germany,37472.67,Married,Freelancer,18-Apr-24,Retail,0,Mobile App Push
126225,3,Rhodes,22,Male,France,13394.1,Single,Student,12/17/2023,Student,0,Mail
126240,4,Evans,52,Male,United States,138907.96,Married,business owner,5/30/2020,Premium,1,Phone Call
126499,1,Allen,33,F,Germany,32234.17,Single,Salaried Employee,28-Aug-24,Retail,1,Mobile App Push
126596,1,meyers,58,Female,United Kingdom,33508.23,M,Salaried Employee,12/12/2021,Retail,1,Phone Call
126691,4,K. Flores,49,Female,Spain,91864.99,Married,Business Owner,9/5/2026,Premium,1,Mobile App Push
126925,5,Hays,61,Male,Spain,17572.82,M,Retired,10-Jun-19,Senior,1,Mobile App Push
126985,3,Nunez,20,Female,United States,22347.17,Married,Student,10-Jan-26,Student,0,Email
127032,5,Valdez,77,Male,United Kingdom,31939.19,S,Retired,7/26/2021,Senior,0,Mail
127121,2,I. Cochran,46,Female,United Kingdom,49187.8,Married,salaried employee,12/18/2018,Family,0,Mail
127172,4,Hudson,42,F,Spain,121903.05,Married,Salaried Employee,5-Oct-19,Premium,2,SMS
127329,4,F. Villa,58,M,Germany,47402.84,Married,Business Owner,8/28/2017,Premium,0,Mobile App Push
127351,5,Vargas,82,Male,France,9182.85,Married,retired,1/30/2023,Senior,0,Email
127470,2,Willis,42,Male,France,53866.05,Married,Self-Employed,11/6/2020,Family,1,SMS
127529,3,Diaz,20,F,Germany,22064.63,Single,Freelancer,4/1/2022,Student,0,Email
127537,4,Moore,46,Male,France,134518.61,Divorced,Salaried Employee,9/13/2020,Premium,0,Email
127560,1,Campbell,42,Female,Germany,22473.17,Single,Salaried Employee,2/12/2017,Retail,1,Email
127645,3,Russell,20,Male,France,11204.6,Single,Student,8/7/2021,Student,0,SMS
127824,1,ramirez,57,F,Germany,49649.91,Widowed,Freelancer,8/8/2017,Retail,0,Email
127941,4,Kerr,32,Male,Spain,92344.68,Married,Business Owner,11-Jan-26,Premium,0,Mobile App Push
127965,3,Cole,24,Female,Spain,11573.34,Single,Student,15-09-2017,Student,0,Email
128127,1,A. Harper,62,Male,Germany,36924.69,M,Self-Employed,3/31/2017,Retail,1,Mobile App Push
128223,4,Meyer,49,Female,United Kingdom,106370.32,Married,Salaried Employee,3/14/2024,Premium,0,Mobile App Push
128276,5,J. Williams,84,F,France,69309.86,Divorced,self-employed,8/5/2021,Senior,1,Email
128418,1,Ewing,41,Female,FR,47520.24,Married,Salaried Employee,3/21/2018,Retail,0,Email
128624,4,Butler,64,M,Germany,93959.39,Married,Freelancer,3/19/2018,Premium,1,Mail
