customer_id,segment_id,surname,age,gender,geography,estimated_salary,marital_status,occupation,join_date,segment,num_dependents,preferred_contact_method
111068,2,Romero,28,Male,United Kingdom,36496.21,Divorced,Self-Employed,10/25/2024,Family,2,SMS
111091,4,Thompson,58,Female,Germany,149593.11,Single,Salaried Employee,11/6/2020,Premium,1,Mail
111106,1,Rodriguez,46,Female,France,27608.93,Single,Salaried Employee,12/11/2022,Retail,1,Phone Call
111230,2,Sims,41,Female,Spain,35226.41,Married,Salaried Employee,8/31/2020,Family,4,Email
111307,1,Parsons,36,Female,France,45170.11,Married,Freelancer,10/20/2021,Retail,0,Mobile App Push
111691,5,Garner,66,Male,Spain,45529.39,Married,Retired,9/30/2025,Senior,0,Phone Call
111846,3,Martinez,21,Male,Germany,17692.31,Single,Freelancer,2/5/2025,Student,0,Phone Call
111901,1,Hubbard,40,Male,Spain,26613.20,Married,Business Owner,10/29/2021,Retail,0,Mobile App Push
111949,2,Morton,55,Male,United States,48469.16,Married,Salaried Employee,9/7/2022,Family,2,SMS
111989,1,Miller,48,Female,Spain,43758.23,Divorced,Business Owner,10/29/2024,Retail,0,Mobile App Push
111991,3,Young,24,Male,Germany,12272.11,Single,Unemployed,10/27/2024,Student,0,Mobile App Push
112038,1,Herrera,31,Female,France,19144.10,Married,Unemployed,5/29/2026,Retail,1,SMS
112166,4,Schmidt,59,Male,United States,96853.73,Married,Business Owner,1/24/2017,Premium,0,Mobile App Push
112210,1,Richmond,41,Male,France,55223.39,Single,Salaried Employee,12/17/2024,Retail,1,Email
112394,1,Scott,29,Male,United States,16449.85,Single,Salaried Employee,7/24/2017,Retail,1,Email
112426,1,Snyder,47,Male,France,33915.79,Married,Self-Employed,4/14/2022,Retail,0,Email
112439,5,Larsen,81,Male,France,53366.61,Widowed,Retired,3/16/2017,Senior,0,Mail
112537,1,Bell,36,Male,United Kingdom,35835.78,Married,Freelancer,9/2/2019,Retail,1,Phone Call
112542,4,Porter,46,Male,United States,199775.61,Single,Self-Employed,11/20/2016,Premium,0,SMS
112653,2,Jordan,35,Female,France,49765.74,Married,Salaried Employee,2/25/2025,Family,2,SMS
112800,1,Graves,39,Male,United States,52242.27,Married,Unemployed,7/12/2021,Retail,0,Email
112861,1,Montgomery,42,Male,France,29412.46,Married,Self-Employed,6/14/2017,Retail,0,Email
112884,1,Sanchez,51,Female,France,30543.96,Married,Business Owner,12/12/2021,Retail,1,Mobile App Push
112940,4,Brown,55,Female,United States,107052.48,Divorced,Self-Employed,1/8/2018,Premium,0,Mobile App Push
112960,1,Taylor,52,Male,France,20045.06,Married,Salaried Employee,4/10/2021,Retail,1,Email
112964,2,Thomas,36,Male,France,60159.81,Married,Salaried Employee,5/2/2023,Family,2,Mobile App Push
113026,1,Case,45,Female,France,41911.82,Married,Salaried Employee,3/14/2024,Retail,0,Mobile App Push
113228,5,Chapman,74,Female,Germany,17901.21,Married,Retired,7/15/2025,Senior,0,Mobile App Push
113266,2,Murphy,46,Female,Germany,41197.80,Married,Unemployed,2/3/2018,Family,4,Email
113280,1,Parrish,33,Male,United Kingdom,42641.63,Married,Unemployed,8/13/2021,Retail,0,SMS
113368,2,Ross,45,Male,France,36870.58,Married,Unemployed,1/23/2021,Family,1,SMS
113390,5,Rodriguez,74,Female,Spain,23215.89,Widowed,Retired,4/14/2021,Senior,0,Mail
113595,5,Lewis,72,Male,France,16463.87,Married,Retired,1/13/2023,Senior,1,Email
113721,1,Montgomery,45,Female,Spain,25408.64,Single,Self-Employed,11/6/2019,Retail,1,Email
114338,4,Morton,39,Female,France,127839.12,Married,Self-Employed,8/17/2018,Premium,0,Phone Call
114400,2,Wallace,40,Female,Spain,28835.60,Married,Salaried Employee,2/15/2024,Family,1,SMS
114463,1,Stark,62,Male,United States,50255.55,Married,Salaried Employee,3/1/2025,Retail,2,Mobile App Push
114594,2,Lee,37,Male,France,42279.87,Single,Business Owner,4/25/2022,Family,2,Mobile App Push
114760,2,Curtis,49,Female,United States,40491.48,Married,Salaried Employee,6/29/2023,Family,2,Mobile App Push
114768,1,Hopkins,55,Female,United States,24834.35,Single,Freelancer,8/18/2024,Retail,1,SMS
114835,5,Martin,78,Male,Spain,40094.88,Widowed,Retired,5/13/2017,Senior,1,Mail
114892,5,Wright,80,Female,France,16679.66,Widowed,Retired,2/21/2021,Senior,0,Email
115063,1,Kline,48,Female,Germany,36948.99,Divorced,Salaried Employee,4/17/2025,Retail,2,Email
115208,1,Schmidt,42,Female,United Kingdom,50727.10,Single,Freelancer,2/5/2022,Retail,0,SMS
115440,1,Zuniga,33,Female,Germany,45083.79,Married,Self-Employed,10/27/2016,Retail,2,Mobile App Push
115474,1,Hayes,47,Male,Germany,22070.11,Single,Freelancer,8/14/2016,Retail,0,SMS
115582,1,Smith,42,Male,United Kingdom,45029.27,Married,Salaried Employee,3/2/2022,Retail,0,Mobile App Push
115743,5,Williams,74,Female,United Kingdom,36097.00,Married,Retired,12/9/2021,Senior,0,Mobile App Push
115799,1,Carter,27,Female,Germany,35479.76,Married,Salaried Employee,9/1/2021,Retail,1,Mobile App Push
115997,4,Lawson,48,Male,Germany,84205.66,Divorced,Business Owner,6/20/2018,Premium,0,SMS
116078,4,Baker,32,Male,United Kingdom,97423.43,Married,Salaried Employee,7/17/2020,Premium,1,Mobile App Push
116093,5,Vega,83,Female,Germany,23196.26,Married,Retired,11/20/2016,Senior,0,Phone Call
116112,1,Farrell,32,Female,Spain,27830.93,Single,Self-Employed,4/29/2025,Retail,0,Email
116389,5,Gomez,67,Male,Germany,13459.24,Widowed,Salaried Employee,1/4/2023,Senior,0,Phone Call
116405,1,Heath,34,Female,United States,34362.73,Single,Salaried Employee,4/23/2021,Retail,0,Mail
116418,1,Lee,32,Female,Germany,22730.85,Single,Freelancer,2/7/2019,Retail,0,Mobile App Push
116470,1,Aguirre,44,Female,Spain,28600.91,Married,Self-Employed,2/14/2022,Retail,0,Mail
116495,1,Cox,46,Female,France,63869.98,Married,Self-Employed,7/13/2021,Retail,3,Email
116547,1,Harvey,45,Male,Germany,36099.07,Single,Salaried Employee,3/13/2022,Retail,0,Phone Call
116703,1,Grant,46,Male,France,56102.97,Single,Salaried Employee,10/27/2025,Retail,0,SMS
117007,2,Thornton,38,Male,United States,43927.70,Married,Business Owner,1/18/2019,Family,4,Email
117031,1,Moody,29,Male,United States,29225.16,Single,Freelancer,6/8/2020,Retail,0,Mobile App Push
117072,4,Rodriguez,50,Male,France,167633.74,Married,Business Owner,5/26/2024,Premium,2,Email
117094,1,Hendrix,48,Female,France,26795.46,Married,Salaried Employee,3/30/2023,Retail,0,SMS
117215,5,Lowery,76,Female,Germany,43982.10,Married,Retired,2/27/2024,Senior,0,Phone Call
117233,1,Duran,43,Female,Germany,45341.90,Married,Salaried Employee,11/30/2016,Retail,0,Mobile App Push
117367,1,Berry,33,Female,Germany,56661.95,Married,Unemployed,8/12/2024,Retail,1,Email
117445,2,Mccullough,43,Female,France,40399.74,Married,Salaried Employee,11/29/2023,Family,3,Mobile App Push
117500,5,Martinez,73,Male,France,23673.67,Married,Retired,12/31/2017,Senior,1,Phone Call
117538,2,Keller,55,Male,France,41174.68,Divorced,Business Owner,2/10/2022,Family,2,Mobile App Push
117711,1,Martinez,45,Male,United States,45259.20,Married,Salaried Employee,7/27/2022,Retail,1,Mobile App Push
117975,1,Lee,59,Male,Spain,11695.64,Single,Salaried Employee,6/1/2024,Retail,2,Mobile App Push
118080,3,Franco,22,Female,United Kingdom,19189.67,Single,Student,4/16/2021,Student,0,Email
118632,1,Bailey,39,Male,France,46238.70,Single,Self-Employed,8/10/2020,Retail,0,Mobile App Push
118786,2,Mills,49,Male,United States,44240.28,Married,Salaried Employee,8/17/2025,Family,1,Email
119116,2,Spencer,32,Female,Germany,50792.97,Married,Freelancer,9/27/2025,Family,1,Mail
119264,1,Franklin,47,Female,United States,55003.73,Married,Salaried Employee,12/8/2019,Retail,0,Email
119281,1,Mullins,60,Female,Germany,34484.98,Single,Self-Employed,12/23/2021,Retail,0,Phone Call
119524,1,Wolfe,46,Female,France,47238.35,Single,Freelancer,1/13/2019,Retail,0,Mobile App Push
119535,1,Johnson,38,Male,Germany,77812.92,Married,Salaried Employee,7/1/2021,Retail,0,Mobile App Push
119627,1,Hernandez,54,Male,United States,32511.48,Married,Salaried Employee,11/24/2025,Retail,3,Mail
119629,36,Brown,41,Male,Germany,30175.32,Married,Salaried Employee,11/16/2020,Unknown,3,Mobile App Push
119651,2,Lewis,52,Female,Spain,86445.62,Married,Salaried Employee,3/19/2018,Family,4,Mail
119676,3,Fowler,23,Female,Germany,10842.86,Single,Freelancer,12/31/2021,Student,0,Mobile App Push
119857,5,Ramirez,74,Female,United States,41482.85,Single,Retired,10/15/2017,Senior,0,Email
119927,3,Allen,22,Male,France,11523.40,Single,Student,11/13/2018,Student,0,Email
119989,1,Rodriguez,39,Male,United Kingdom,58057.63,Single,Salaried Employee,10/27/2022,Retail,0,Mobile App Push
120005,4,Aguirre,32,Male,France,124958.17,Single,Business Owner,4/22/2024,Premium,0,Mobile App Push
120053,5,Chan,80,Male,Spain,18421.10,Married,Salaried Employee,6/25/2024,Senior,0,Mobile App Push
120324,2,Barr,28,Male,France,58830.55,Married,Freelancer,4/29/2018,Family,4,SMS
120337,4,Ramos,66,Male,United Kingdom,193127.93,Single,Self-Employed,6/2/2022,Premium,0,Email
120422,2,Charles,40,Female,Germany,33045.95,Married,Salaried Employee,2/1/2019,Family,3,Mobile App Push
120478,2,Myers,41,Male,Spain,21268.71,Single,Unemployed,8/28/2023,Family,1,Mobile App Push
120480,5,Fowler,88,Male,Germany,42050.59,Divorced,Salaried Employee,10/4/2020,Senior,2,Phone Call
120700,2,Nguyen,30,Male,France,48214.36,Married,Salaried Employee,2/4/2024,Family,2,SMS
120798,2,Hamilton,45,Male,Spain,64700.05,Married,Salaried Employee,12/30/2016,Family,2,SMS
120896,1,Taylor,41,Male,Germany,43054.18,Married,Freelancer,11/11/2020,Retail,0,Phone Call
121026,1,Anderson,40,Male,France,47249.08,Married,Salaried Employee,3/23/2024,Retail,1,Mail
121053,1,Anderson,32,Female,United States,82409.63,Married,Unemployed,6/30/2026,Retail,0,Mobile App Push
121215,2,Ayers,44,Female,France,67860.91,Married,Self-Employed,7/29/2026,Family,0,Email
121322,1,Gutierrez,40,Male,France,66480.86,Married,Salaried Employee,12/12/2017,Retail,2,Mobile App Push
121369,1,Reed,34,Male,Spain,71100.87,Married,Salaried Employee,9/26/2023,Retail,2,Phone Call
121753,4,Padilla,60,Female,United Kingdom,227215.42,Married,Business Owner,10/31/2019,Premium,3,Mobile App Push
121869,3,Sandoval,22,Female,United States,19061.79,Single,Student,8/11/2018,Student,0,Mobile App Push
122056,3,Wang,21,Male,Germany,24658.43,Single,Student,8/4/2023,Student,0,Mobile App Push
122390,2,Jackson,41,Male,France,22094.35,Married,Salaried Employee,4/13/2026,Family,4,Mail
122394,1,Banks,45,Male,United States,20467.11,Single,Salaried Employee,8/5/2024,Retail,3,Mail
122532,2,Patton,45,Male,United Kingdom,30921.27,Married,Salaried Employee,4/22/2022,Family,3,Mobile App Push
122755,1,Crawford,54,Male,Germany,35410.66,Single,Salaried Employee,7/17/2023,Retail,2,Mobile App Push
122827,1,Tate,56,Female,Spain,26340.75,Single,Business Owner,5/12/2017,Retail,0,SMS
122859,1,Bennett,48,Male,Germany,21211.07,Married,Salaried Employee,1/19/2022,Retail,0,Email
122977,2,Stephens,31,Female,Germany,72653.98,Married,Unemployed,2/4/2019,Family,4,Mobile App Push
123005,3,Klein,22,Male,France,9812.13,Single,Student,8/15/2025,Student,0,Email
123205,5,Ramos,65,Female,France,36367.70,Divorced,Retired,7/19/2021,Senior,0,Email
123536,1,Robinson,35,Female,France,74146.96,Single,Salaried Employee,4/30/2018,Retail,1,Phone Call
123572,2,Bell,39,Female,France,54801.55,Married,Freelancer,10/26/2022,Family,3,Mobile App Push
123682,2,Nunez,50,Female,Germany,37661.48,Married,Freelancer,8/10/2019,Family,0,Mail
123839,4,Matthews,44,Male,France,132318.52,Married,Self-Employed,7/28/2019,Premium,0,Mobile App Push
123853,2,Marks,42,Female,France,35447.09,Widowed,Salaried Employee,7/31/2026,Family,3,Phone Call
124223,2,Kelly,41,Female,Germany,53858.88,Married,Self-Employed,3/30/2024,Family,3,SMS
124302,4,Clarke,47,Female,France,83630.81,Single,Business Owner,8/19/2022,Premium,0,SMS
124813,2,Bradley,30,Female,United States,50053.90,Married,Salaried Employee,5/12/2024,Family,1,Mobile App Push
124851,5,Jones,69,Female,France,28708.73,Widowed,Retired,11/25/2025,Senior,0,Phone Call
124906,2,Buchanan,30,Female,France,42490.53,Married,Business Owner,4/27/2026,Family,2,SMS
125071,1,Buck,56,Male,United States,81079.26,Single,Unemployed,6/22/2026,Retail,0,Email
125151,1,Martin,30,Female,Germany,33346.65,Single,Salaried Employee,2/19/2024,Retail,0,Mobile App Push
125382,1,Williams,24,Male,Germany,80067.93,Married,Salaried Employee,2/3/2017,Retail,2,Email
125599,3,Travis,22,Male,France,11959.12,Single,Unemployed,6/23/2022,Student,0,Mobile App Push
125611,2,Roberts,28,Female,France,52760.26,Married,Self-Employed,9/15/2017,Family,1,Email
125755,1,Morrison,41,Female,United Kingdom,31031.73,Married,Salaried Employee,8/31/2016,Retail,0,Phone Call
125905,1,Chapman,55,Male,United States,37495.12,Single,Salaried Employee,6/23/2017,Retail,0,Mobile App Push
125990,2,Hernandez,36,Female,United Kingdom,28029.05,Married,Business Owner,5/3/2020,Family,2,Mobile App Push
126122,2,Peck,35,Female,Germany,38580.75,Married,Business Owner,6/27/2020,Family,1,SMS
126146,1,Perez,43,Female,Germany,37472.67,Married,Freelancer,4/18/2024,Retail,0,Mobile App Push
126225,3,Rhodes,22,Male,France,13394.10,Single,Student,12/17/2023,Student,0,Mail
126240,4,Evans,52,Male,United States,138907.96,Married,Business Owner,5/30/2020,Premium,1,Phone Call
126499,1,Allen,33,Female,Germany,32234.17,Single,Salaried Employee,8/28/2024,Retail,1,Mobile App Push
126596,1,Meyers,58,Female,United Kingdom,33508.23,Married,Salaried Employee,12/12/2021,Retail,1,Phone Call
126691,4,Flores,49,Female,Spain,91864.99,Married,Business Owner,5/9/2026,Premium,1,Mobile App Push
126925,5,Hays,61,Male,Spain,17572.82,Married,Retired,6/10/2019,Senior,1,Mobile App Push
126985,3,Nunez,20,Female,United States,22347.17,Married,Student,1/10/2026,Student,0,Email
127032,5,Valdez,77,Male,United Kingdom,31939.19,Single,Retired,7/26/2021,Senior,0,Mail
127121,2,Cochran,46,Female,United Kingdom,49187.80,Married,Salaried Employee,12/18/2018,Family,0,Mail
127172,4,Hudson,42,Female,Spain,121903.05,Married,Salaried Employee,10/5/2019,Premium,2,SMS
127329,4,Villa,58,Male,Germany,47402.84,Married,Business Owner,8/28/2017,Premium,0,Mobile App Push
127351,5,Vargas,82,Male,France,9182.85,Married,Retired,1/30/2023,Senior,0,Email
127470,2,Willis,42,Male,France,53866.05,Married,Self-Employed,11/6/2020,Family,1,SMS
127529,3,Diaz,20,Female,Germany,22064.63,Single,Freelancer,4/1/2022,Student,0,Email
127537,4,Moore,46,Male,France,134518.61,Divorced,Salaried Employee,9/13/2020,Premium,0,Email
127560,1,Campbell,42,Female,Germany,22473.17,Single,Salaried Employee,2/12/2017,Retail,1,Email
127645,3,Russell,20,Male,France,11204.60,Single,Student,8/7/2021,Student,0,SMS
127824,1,Ramirez,57,Female,Germany,49649.91,Widowed,Freelancer,8/8/2017,Retail,0,Email
127941,4,Kerr,32,Male,Spain,92344.68,Married,Business Owner,1/11/2026,Premium,0,Mobile App Push
127965,3,Cole,24,Female,Spain,11573.34,Single,Student,9/15/2017,Student,0,Email
128127,1,Harper,62,Male,Germany,36924.69,Married,Self-Employed,3/31/2017,Retail,1,Mobile App Push
128223,4,Meyer,49,Female,United Kingdom,106370.32,Married,Salaried Employee,3/14/2024,Premium,0,Mobile App Push
128276,5,Williams,84,Female,France,69309.86,Divorced,Self-Employed,8/5/2021,Senior,1,Email
128418,1,Ewing,41,Female,France,47520.24,Married,Salaried Employee,3/21/2018,Retail,0,Email
